ts_code,concept,business,q_np_change
300787.SZ,"无线耳机,创业板综,苹果概念,电子设备制造,无线充电,氮化镓,智能穿戴",电子信号传输适配产品及其他消费电子产品的定制化设计生产,33.60%
002344.SZ,"健康中国,国产芯片,字节概念,互联金融,电商概念,一带一路,专业市场,养老概念,长江三角,网红直播,地摊经济",皮革专业市场的开发、租赁和服务。,16.60%
603269.SH,"其他通用机械,核能核电",工业冷却塔的研发、设计、制造、安装业务及相关的技术服务,108.50%
002084.SZ,"金属制品,智能家居,装配建筑","开发、生产高档水暖器材及五金件,制造和销售家用电器,家电配件、饮水设备、滤芯耗材,销售本企业产品。",261.30%
002399.SZ,"深圳特区,生物医药,单抗概念,肝素概念","肝素钠制剂及原料药领域、大分子药物合同开发和生产组织(CDMO)领域以及创新药开发领域拥有业务。该公司主要产品和服务包括依诺肝素钠制剂和肝素钠原料药、依诺肝素钠原料药,以及大分子药物CDMO服务。该公司的产品在国内市场和包括土耳其、巴西、美国等在内的海外市场销售。",-59.50%
603069.SH,"换电概念,公交",汽车客运、汽车客运站经营以及与之相关的汽车销售、维修与检测、汽车器材与燃油料销售.,53.20%
603187.SH,"制冷空调设备,冷链物流",商用冷链设备的研发、生产、销售和服务。,28.60%
300915.SZ,"高送转,乳业,创业板综,次新股,食品综合",植脂奶油、巧克力、果酱等烘焙食品原料的研发、生产、销售,313.70%
300501.SZ,"其他化学制品,创业板综",直接接触药品的高阻隔包装材料研发、生产和销售,141.70%
002653.SZ,"医疗器械,化学制剂,单抗概念",化药制剂及原料药的研发、生产和销售,54.40%
600082.SH,"创投,园区开发,京津冀,滨海新区","高新技术企业孵化器建设和经营及创业孵化服务,高新技术产业开发、投资及管理等。",-14.40%
688677.SH,"医疗器械,次新股","公司系医用成像器械行业的高新技术企业,主要从事医用内窥镜器械和光学产品的研发、生产和销售。公司的医用内窥镜器械产品应用于硬镜系统,包括荧光和白光内窥镜器械,其中以荧光内窥镜器械为主,其广泛应用于肝胆、胃肠等腹腔内窥镜手术;同时,公司以光学技术为切入点,积极探索光学与下游细分行业产品技术的融合与拓展,目前公司的光学产品主要包括医用光学产品、工业及激光光学产品和生物识别产品",-13.80%
002023.SZ,"国产芯片,半导体,天基互联,军民融合,军工,成渝特区,第三代半导体,大飞机,WiFi,通用航空,碳化硅,5G概念,航空装备,氮化镓",航空机载电子、电气、机械设备的维修服务,152.50%
300683.SZ,"CRO,生物医药,创业板综",生物制品(注射用鼠神经生长因子冻干粉针剂、注射用抗乙肝转移因子冻干粉针剂)、凝血酶和其他化学药品的研发、生产和销售。,1373.90%
603759.SH,"节能环保,水务,次新股",从事供水及污水处理业务,208.60%
601882.SH,机床设备,致力于高端数控机床的研发、生产和销售。,676.50%
603288.SH,"调味品,超级品牌",调味品的生产和销售。,20.60%
600837.SH,"券商概念,证券",是一家中国证券公司。该公司主营业务包括证券及期货经纪、投资银行业务、证券自营、直投业务、证券资产管理、融资租赁业务及境外业务。该公司在国内及海外市场开展业务。,74.90%
000078.SZ,"医药商业,医疗器械,健康中国,病毒防治,口罩,深圳特区",医药制造和医药商业流通。,18.60%
300300.SZ,"健康中国,京东金融,区块链,智慧城市,创投,独角兽,物联网,精准医疗,数据中心,创业板综,互联医疗,人工智能,行业应用软件",建筑智能化、公共安全管理智能化。,69.60%
002320.SZ,"高送转,航运,海洋经济","船舶运输和轮渡港口服务,公司主要经营海口至海安、海口至北海客滚运输航线、海口(三亚)至西沙旅游客运航线以及新海港和秀英港轮渡港口服务业务。",54.40%
603817.SH,"垃圾分类,节能环保,环保","公司主要提供市政生活污水处理服务,在特许经营区域范围内负责市政生活污水处理设施的投资、运营、管理及维护。",-5.50%
002099.SZ,"长江三角,生物疫苗,化学原料药",从事医药和染料,-44.80%
003011.SZ,"次新股,家具制造",PVC地板的研发、生产和销售,-26.20%
600851.SH,"生物疫苗,长江三角,免疫治疗,北京冬奥,化学原料药","长毛绒面料及服装的生产和销售,医药产品的制造和销售,金融投资,工业厂房和物业出租管理等",64.70%
002702.SZ,"电商概念,壳资源,社区团购,人造肉,地摊经济,食品综合",速冻鱼糜制品、速冻肉制品为主的速冻食品研发、生产和销售。,-45.10%
000921.SZ,"白色家电,电商概念,冷链物流","冰箱、家用空调、中央空调、冷柜、洗衣机、厨房电器等电器产品的研发、制造和营销业务,同时涉及商用冷链以及环境电器等产业领域",456.80%
600060.SH,"国产芯片,LED,体育产业,智能家居,视听器材,超清视频,电子竞技",电视机、广播电视设备、电冰箱、通讯产品制造、信息技术产品、家用、商用电器、电子产品的制造、销售和服务;自营进出口业务(按外经贸部核准项目经营)。,2034.00%
603115.SH,"5G概念,新材料,铝","铝电解电容器用电极箔的研发,生产和销售",80.90%
603556.SH,"智能电网,一带一路,仪器仪表,物联网",智能电网配电和用电领域产品的研发、生产和销售,-103.30%
002724.SZ,"核能核电,军工,深圳特区,石墨烯,照明设备",专业从事特殊环境照明设备的研发、生产、销售和服务,477.90%
000861.SZ,"互联金融,大数据,新零售,专业市场,新能源车,免税概念,网红直播",商业物业运营、金融服务,63.50%
688680.SH,"塑料制品,次新股,太阳能",特种高分子薄膜研发、生产和销售,302.80%
600968.SH,"石油天然气开采,油气设服,锂电池,碳交易","以海洋石油生产服务为核心,依托能源产业的发展,业务覆盖海洋石油各主要生产环节,形成能源技术服务、FPSO生产技术服务、能源物流服务、安全环保与节能四大核心业务板块。",126.90%
600583.SH,"可燃冰,油田服务,海工装备,一带一路,2025规划,天然气,油气设服",海洋、陆地油气开发工程及配套工程的设计、建造、安装、连接调试、海底管道铺设、海上油气田设施的检测维修;各种类型的钢结构、网架工程的制作与安装;压力容器制造等。,115.60%
600267.SH,"病毒防治,生物疫苗,流感,超级真菌,青蒿素,单抗概念,化学原料药","公司主营化学原料药和制剂的研发、生产和销售业务,具体包括:化学原料药业务、国内制剂业务、生物药业务和医药商业业务。",208.20%
603616.SH,"其他建材,雄安新区,水利建设,节能环保",主要从事预应力钢筒混凝土管(PCCP)、钢筋混凝土排水管(RCP)和商品混凝土的研发、生产与销售。,68.20%
300618.SZ,"创业成份,小金属,新能源车,创业板综,锂电池,其他稀有小金属",金属钴粉及其他钴产品的研发、生产和销售,866.80%
688256.SH,"国产芯片,半导体,数据中心,边缘计算,阿里概念,电子设备制造,次新股,云计算,人工智能",应用于各类云服务器、边缘计算设备、终端设备中人工智能核心芯片的研发、设计和销售,-49.30%
300449.SZ,"智慧城市,知识产权,创业板综,专用计算机设备,国家安防",从事安防行业数字视频监控产品和系统的研发、生产和销售,-170.90%
300170.SZ,"区块链,大数据,其他软件服务,创业板综,百度概念,云计算,工业互联,国产软件",为企业提供高端ERP实施服务。,-1323.70%
300746.SZ,"垃圾分类,创业板综,其他专业服务,光伏建筑一体化,天然气,装配建筑","从事建筑设计、市政公用设计、燃气热力设计、装饰景观等设计业务,EPC总承包及其他业务。",26.20%
002498.SZ,"充电桩,特高压,核能核电,燃料电池,智能电网,电线电缆,5G概念,超导概念,量子通信","电线电缆及电缆附件的研发、生产、销售与安装服务。产品涉及电力电缆、电气装备电线电缆、通信电缆与光缆、裸电线及其他等五大门类,拥有两百多个系列、近万余种规格的高、中、低压电线电缆产品,其中220kV及以上交联电缆,220kV 及以下电缆附件,110kV 光纤综合海底电缆,石油平台用电缆,耐热及高强度铝合金等特种导线为业务发展重点。",31.60%
600375.SH,"商用车,垃圾分类,军工,新能源车,氢能源",重卡、专用车及汽车零部件的研发、生产与销售。,81.00%
002412.SZ,"中药生产,中药",胃肠疾病、骨伤科疾病及心脑血管疾病中药制剂的研发、生产与销售。,21.70%
600774.SH,"医疗器械,辅助生殖,新零售,医疗美容,百货",商贸业、会议展览、旅游服务等。,181.00%
002362.SZ,"智慧城市,生物识别,基因测序,口罩,大数据,数字阅读,无人驾驶,人脑工程,在线教育,云计算,人工智能,国家安防,行业应用软件,智能穿戴",从事以模式识别为核心的智能交互领域相关的软硬件产品生产、行业应用、技术授权及平台服务。,319.30%
300007.SZ,"无线耳机,物联网,智能家居,数字孪生,国产芯片,核污染防治,创投,创业板综,互联医疗,氢能源,小米概念,智能穿戴,无人机,碳交易,仪器仪表,区块链,数字货币,智慧城市,传感器,2025规划,华为概念,节能环保,工业互联","气体传感器、气体检测仪器仪表的研发、生产、销售及自营产品出口,主要产品是气体传感器、气体检测仪器仪表(及控制系统)。",110.70%
300403.SZ,"垃圾分类,充电桩,口罩,智能家居,新能源车,创业板综,白色家电,无人机","高效节能家用电器排水泵的研发、生产和销售,终端电器,工业机器人,新能源汽车核心部件。",53.30%
002158.SZ,"制冷空调设备,冷链物流,新能源车,长江三角,工业4.0,氢能源,燃料电池,太阳能,雄安新区,节能环保,地热能,工业互联",从事螺杆式压缩机应用技术的研制开发、生产销售及售后服务。,240.40%
300199.SZ,"纾困概念,口罩,工业大麻,辅助生殖,创业板综,互联医疗,深圳特区,化学制剂",化学合成多肽药物的研发、生产和销售。,-13.70%
688022.SH,"医疗器械,工业机器人,股权激励,特斯拉,无人驾驶,口罩,边缘计算,华为概念,智能机器,工业互联","智能制造装备及系统的研发、设计、生产、销售和服务,助力制造行业客户实现智能化生产",24.30%
600323.SH,"垃圾分类,创投,环保,天然气,节能环保",包括固废处理业务、燃气及新能源业务、供水业务以及排水业务,75.30%
